Front;Back;LessonID;TopicTags;Family
espn;espn;5;auto_frequency,source_google,auto_no_translation;espn
untitled;untitled;6;auto_frequency,source_google,auto_no_translation;untitled
totals;totals;7;auto_frequency,source_google,auto_no_translation;totals
marriott;marriott;8;auto_frequency,source_google,auto_no_translation;marriott
exercises;exercises;9;auto_frequency,source_google,auto_no_translation;exercises
starring;starring;10;auto_frequency,source_google,auto_no_translation;starring
referral;referral;11;auto_frequency,source_google,auto_no_translation;referral
nhl;nhl;12;auto_frequency,source_google,auto_no_translation;nhl
optimal;optimal;1;auto_frequency,source_google,auto_no_translation;optimal
protocols;protocols;2;auto_frequency,source_google,auto_no_translation;protocols
turner;turner;3;auto_frequency,source_google,auto_no_translation;turner
sucking;sucking;4;auto_frequency,source_google,auto_no_translation;sucking
cents;cents;5;auto_frequency,source_google,auto_no_translation;cents
reuters;reuters;6;auto_frequency,source_google,auto_no_translation;reuters
ti;ti;7;auto_frequency,source_google,auto_no_translation;ti
fc;fc;8;auto_frequency,source_google,auto_no_translation;fc
gel;gel;9;auto_frequency,source_google,auto_no_translation;gel
todd;todd;10;auto_frequency,source_google,auto_no_translation;todd
omega;omega;11;auto_frequency,source_google,auto_no_translation;omega
evaluated;evaluated;12;auto_frequency,source_google,auto_no_translation;evaluated
stayed;stayed;1;auto_frequency,source_google,auto_no_translation;stayed
assignments;assignments;2;auto_frequency,source_google,auto_no_translation;assignments
fw;fw;3;auto_frequency,source_google,auto_no_translation;fw
manuals;manuals;4;auto_frequency,source_google,auto_no_translation;manuals
doug;doug;5;auto_frequency,source_google,auto_no_translation;doug
sees;sees;6;auto_frequency,source_google,auto_no_translation;sees
termination;termination;7;auto_frequency,source_google,auto_no_translation;termination
watched;watched;8;auto_frequency,source_google,auto_no_translation;watched
saver;saver;9;auto_frequency,source_google,auto_no_translation;saver
thereof;thereof;10;auto_frequency,source_google,auto_no_translation;thereof
grill;grill;11;auto_frequency,source_google,auto_no_translation;grill
households;households;12;auto_frequency,source_google,auto_no_translation;households
gs;gs;1;auto_frequency,source_google,auto_no_translation;gs
redeem;redeem;2;auto_frequency,source_google,auto_no_translation;redeem
rogers;rogers;3;auto_frequency,source_google,auto_no_translation;rogers
aaa;aaa;4;auto_frequency,source_google,auto_no_translation;aaa
wanna;wanna;5;auto_frequency,source_google,auto_no_translation;wanna
wishes;wishes;6;auto_frequency,source_google,auto_no_translation;wishes
bull;bull;7;auto_frequency,source_google,auto_no_translation;bull
montgomery;montgomery;8;auto_frequency,source_google,auto_no_translation;montgomery
louisville;louisville;9;auto_frequency,source_google,auto_no_translation;louisville
macintosh;macintosh;10;auto_frequency,source_google,auto_no_translation;macintosh
movements;movements;11;auto_frequency,source_google,auto_no_translation;movements
ranging;ranging;12;auto_frequency,source_google,auto_no_translation;ranging
monica;monica;1;auto_frequency,source_google,auto_no_translation;monica
repairs;repairs;2;auto_frequency,source_google,auto_no_translation;repairs
amenities;amenities;3;auto_frequency,source_google,auto_no_translation;amenities
virtually;virtually;4;auto_frequency,source_google,auto_no_translation;virtually
cole;cole;5;auto_frequency,source_google,auto_no_translation;cole
mart;mart;6;auto_frequency,source_google,auto_no_translation;mart
hanging;hanging;7;auto_frequency,source_google,auto_no_translation;hanging
colored;colored;8;auto_frequency,source_google,auto_no_translation;colored
authorization;authorization;9;auto_frequency,source_google,auto_no_translation;authorization
verified;verified;10;auto_frequency,source_google,auto_no_translation;verified
lynn;lynn;11;auto_frequency,source_google,auto_no_translation;lynn
projector;projector;12;auto_frequency,source_google,auto_no_translation;projector
bp;bp;1;auto_frequency,source_google,auto_no_translation;bp
std;std;2;auto_frequency,source_google,auto_no_translation;std
seeks;seeks;3;auto_frequency,source_google,auto_no_translation;seeks
herbal;herbal;4;auto_frequency,source_google,auto_no_translation;herbal
loving;loving;5;auto_frequency,source_google,auto_no_translation;loving
routing;routing;6;auto_frequency,source_google,auto_no_translation;routing
docs;docs;7;auto_frequency,source_google,auto_no_translation;docs
stanley;stanley;8;auto_frequency,source_google,auto_no_translation;stanley
retailer;retailer;9;auto_frequency,source_google,auto_no_translation;retailer
vitamins;vitamins;10;auto_frequency,source_google,auto_no_translation;vitamins
gains;gains;11;auto_frequency,source_google,auto_no_translation;gains
renewal;renewal;12;auto_frequency,source_google,auto_no_translation;renewal
vid;vid;1;auto_frequency,source_google,auto_no_translation;vid
genealogy;genealogy;2;auto_frequency,source_google,auto_no_translation;genealogy
deemed;deemed;3;auto_frequency,source_google,auto_no_translation;deemed
scoring;scoring;4;auto_frequency,source_google,auto_no_translation;scoring
panties;panties;5;auto_frequency,source_google,auto_no_translation;panties
brooklyn;brooklyn;6;auto_frequency,source_google,auto_no_translation;brooklyn
liverpool;liverpool;7;auto_frequency,source_google,auto_no_translation;liverpool
sisters;sisters;8;auto_frequency,source_google,auto_no_translation;sisters
critics;critics;9;auto_frequency,source_google,auto_no_translation;critics
connectivity;connectivity;10;auto_frequency,source_google,auto_no_translation;connectivity
spots;spots;11;auto_frequency,source_google,auto_no_translation;spots
oo;oo;12;auto_frequency,source_google,auto_no_translation;oo
algorithms;algorithms;1;auto_frequency,source_google,auto_no_translation;algorithms
hacker;hacker;2;auto_frequency,source_google,auto_no_translation;hacker
madrid;madrid;3;auto_frequency,source_google,auto_no_translation;madrid
bbw;bbw;4;auto_frequency,source_google,auto_no_translation;bbw
salon;salon;5;auto_frequency,source_google,auto_no_translation;salon
collaborative;collaborative;6;auto_frequency,source_google,auto_no_translation;collaborative
norman;norman;7;auto_frequency,source_google,auto_no_translation;norman
fda;fda;8;auto_frequency,source_google,auto_no_translation;fda
excluding;excluding;9;auto_frequency,source_google,auto_no_translation;excluding
turbo;turbo;10;auto_frequency,source_google,auto_no_translation;turbo
headed;headed;11;auto_frequency,source_google,auto_no_translation;headed
voters;voters;12;auto_frequency,source_google,auto_no_translation;voters
madonna;madonna;1;auto_frequency,source_google,auto_no_translation;madonna
arch;arch;2;auto_frequency,source_google,auto_no_translation;arch
ni;ni;3;auto_frequency,source_google,auto_no_translation;ni
murphy;murphy;4;auto_frequency,source_google,auto_no_translation;murphy
thinks;thinks;5;auto_frequency,source_google,auto_no_translation;thinks
thats;thats;6;auto_frequency,source_google,auto_no_translation;thats
hdtv;hdtv;7;auto_frequency,source_google,auto_no_translation;hdtv
phillips;phillips;8;auto_frequency,source_google,auto_no_translation;phillips
asin;asin;9;auto_frequency,source_google,auto_no_translation;asin
aimed;aimed;10;auto_frequency,source_google,auto_no_translation;aimed
justin;justin;11;auto_frequency,source_google,auto_no_translation;justin
mirrors;mirrors;12;auto_frequency,source_google,auto_no_translation;mirrors
tricks;tricks;1;auto_frequency,source_google,auto_no_translation;tricks
reset;reset;2;auto_frequency,source_google,auto_no_translation;reset
expansys;expansys;3;auto_frequency,source_google,auto_no_translation;expansys
panels;panels;4;auto_frequency,source_google,auto_no_translation;panels
connecting;connecting;5;auto_frequency,source_google,auto_no_translation;connecting
logistics;logistics;6;auto_frequency,source_google,auto_no_translation;logistics
deer;deer;7;auto_frequency,source_google,auto_no_translation;deer
kodak;kodak;8;auto_frequency,source_google,auto_no_translation;kodak
bowling;bowling;9;auto_frequency,source_google,auto_no_translation;bowling
tri;tri;10;auto_frequency,source_google,auto_no_translation;tri
danish;danish;11;auto_frequency,source_google,auto_no_translation;danish
pal;pal;12;auto_frequency,source_google,auto_no_translation;pal
filename;filename;1;auto_frequency,source_google,auto_no_translation;filename
florence;florence;2;auto_frequency,source_google,auto_no_translation;florence
honey;honey;3;auto_frequency,source_google,auto_no_translation;honey
um;um;4;auto_frequency,source_google,auto_no_translation;um
analyses;analyses;5;auto_frequency,source_google,auto_no_translation;analyses
drawings;drawings;6;auto_frequency,source_google,auto_no_translation;drawings
ye;ye;7;auto_frequency,source_google,auto_no_translation;ye
fs;fs;8;auto_frequency,source_google,auto_no_translation;fs
lovers;lovers;9;auto_frequency,source_google,auto_no_translation;lovers
atomic;atomic;10;auto_frequency,source_google,auto_no_translation;atomic
approx;approx;11;auto_frequency,source_google,auto_no_translation;approx
symposium;symposium;12;auto_frequency,source_google,auto_no_translation;symposium
arabic;arabic;1;auto_frequency,source_google,auto_no_translation;arabic
gauge;gauge;2;auto_frequency,source_google,auto_no_translation;gauge
essentials;essentials;3;auto_frequency,source_google,auto_no_translation;essentials
protecting;protecting;4;auto_frequency,source_google,auto_no_translation;protecting
nn;nn;5;auto_frequency,source_google,auto_no_translation;nn
faced;faced;6;auto_frequency,source_google,auto_no_translation;faced
mat;mat;7;auto_frequency,source_google,auto_no_translation;mat
rachel;rachel;8;auto_frequency,source_google,auto_no_translation;rachel
solving;solving;9;auto_frequency,source_google,auto_no_translation;solving
transmitted;transmitted;10;auto_frequency,source_google,auto_no_translation;transmitted
weekends;weekends;11;auto_frequency,source_google,auto_no_translation;weekends
screenshots;screenshots;12;auto_frequency,source_google,auto_no_translation;screenshots
produces;produces;1;auto_frequency,source_google,auto_no_translation;produces
ted;ted;2;auto_frequency,source_google,auto_no_translation;ted
chains;chains;3;auto_frequency,source_google,auto_no_translation;chains
kingston;kingston;4;auto_frequency,source_google,auto_no_translation;kingston
sixth;sixth;5;auto_frequency,source_google,auto_no_translation;sixth
deviant;deviant;6;auto_frequency,source_google,auto_no_translation;deviant
switching;switching;7;auto_frequency,source_google,auto_no_translation;switching
quoted;quoted;8;auto_frequency,source_google,auto_no_translation;quoted
adapters;adapters;9;auto_frequency,source_google,auto_no_translation;adapters
farms;farms;10;auto_frequency,source_google,auto_no_translation;farms
imports;imports;11;auto_frequency,source_google,auto_no_translation;imports
bronze;bronze;12;auto_frequency,source_google,auto_no_translation;bronze
expenditures;expenditures;1;auto_frequency,source_google,auto_no_translation;expenditures
sandy;sandy;2;auto_frequency,source_google,auto_no_translation;sandy
celebrities;celebrities;3;auto_frequency,source_google,auto_no_translation;celebrities
macro;macro;4;auto_frequency,source_google,auto_no_translation;macro
sender;sender;5;auto_frequency,source_google,auto_no_translation;sender
boundaries;boundaries;6;auto_frequency,source_google,auto_no_translation;boundaries
syndication;syndication;7;auto_frequency,source_google,auto_no_translation;syndication
kde;kde;8;auto_frequency,source_google,auto_no_translation;kde
filtering;filtering;9;auto_frequency,source_google,auto_no_translation;filtering
signup;signup;10;auto_frequency,source_google,auto_no_translation;signup
threats;threats;11;auto_frequency,source_google,auto_no_translation;threats
luxembourg;luxembourg;12;auto_frequency,source_google,auto_no_translation;luxembourg
puzzles;puzzles;1;auto_frequency,source_google,auto_no_translation;puzzles
reaching;reaching;2;auto_frequency,source_google,auto_no_translation;reaching
vb;vb;3;auto_frequency,source_google,auto_no_translation;vb
damaged;damaged;4;auto_frequency,source_google,auto_no_translation;damaged
cams;cams;5;auto_frequency,source_google,auto_no_translation;cams
receptor;receptor;6;auto_frequency,source_google,auto_no_translation;receptor
piss;piss;7;auto_frequency,source_google,auto_no_translation;piss
joel;joel;8;auto_frequency,source_google,auto_no_translation;joel
citation;citation;9;auto_frequency,source_google,auto_no_translation;citation
autos;autos;10;auto_frequency,source_google,auto_no_translation;autos
yo;yo;11;auto_frequency,source_google,auto_no_translation;yo
premises;premises;12;auto_frequency,source_google,auto_no_translation;premises
perry;perry;1;auto_frequency,source_google,auto_no_translation;perry
proved;proved;2;auto_frequency,source_google,auto_no_translation;proved
imperial;imperial;3;auto_frequency,source_google,auto_no_translation;imperial
benjamin;benjamin;4;auto_frequency,source_google,auto_no_translation;benjamin
teeth;teeth;5;auto_frequency,source_google,auto_no_translation;teeth
studying;studying;6;auto_frequency,source_google,auto_no_translation;studying
colleagues;colleagues;7;auto_frequency,source_google,auto_no_translation;colleagues
lotus;lotus;8;auto_frequency,source_google,auto_no_translation;lotus
salmon;salmon;9;auto_frequency,source_google,auto_no_translation;salmon
olympus;olympus;10;auto_frequency,source_google,auto_no_translation;olympus
separated;separated;11;auto_frequency,source_google,auto_no_translation;separated
proc;proc;12;auto_frequency,source_google,auto_no_translation;proc
tan;tan;1;auto_frequency,source_google,auto_no_translation;tan
directive;directive;2;auto_frequency,source_google,auto_no_translation;directive
fx;fx;3;auto_frequency,source_google,auto_no_translation;fx
salem;salem;4;auto_frequency,source_google,auto_no_translation;salem
dl;dl;5;auto_frequency,source_google,auto_no_translation;dl
starter;starter;6;auto_frequency,source_google,auto_no_translation;starter
upgrades;upgrades;7;auto_frequency,source_google,auto_no_translation;upgrades
likes;likes;8;auto_frequency,source_google,auto_no_translation;likes
luggage;luggage;9;auto_frequency,source_google,auto_no_translation;luggage
tapes;tapes;10;auto_frequency,source_google,auto_no_translation;tapes
zones;zones;11;auto_frequency,source_google,auto_no_translation;zones
races;races;12;auto_frequency,source_google,auto_no_translation;races
isle;isle;1;auto_frequency,source_google,auto_no_translation;isle
stylish;stylish;2;auto_frequency,source_google,auto_no_translation;stylish
slim;slim;3;auto_frequency,source_google,auto_no_translation;slim
maple;maple;4;auto_frequency,source_google,auto_no_translation;maple
luke;luke;5;auto_frequency,source_google,auto_no_translation;luke
offshore;offshore;6;auto_frequency,source_google,auto_no_translation;offshore
governing;governing;7;auto_frequency,source_google,auto_no_translation;governing
retailers;retailers;8;auto_frequency,source_google,auto_no_translation;retailers
depot;depot;9;auto_frequency,source_google,auto_no_translation;depot
kenneth;kenneth;10;auto_frequency,source_google,auto_no_translation;kenneth
comp;comp;11;auto_frequency,source_google,auto_no_translation;comp
alt;alt;12;auto_frequency,source_google,auto_no_translation;alt
pie;pie;1;auto_frequency,source_google,auto_no_translation;pie
harrison;harrison;2;auto_frequency,source_google,auto_no_translation;harrison
ls;ls;3;auto_frequency,source_google,auto_no_translation;ls
julie;julie;4;auto_frequency,source_google,auto_no_translation;julie
cbs;cbs;5;auto_frequency,source_google,auto_no_translation;cbs
attending;attending;6;auto_frequency,source_google,auto_no_translation;attending
pete;pete;7;auto_frequency,source_google,auto_no_translation;pete
spec;spec;8;auto_frequency,source_google,auto_no_translation;spec
finest;finest;9;auto_frequency,source_google,auto_no_translation;finest
realty;realty;10;auto_frequency,source_google,auto_no_translation;realty
janet;janet;11;auto_frequency,source_google,auto_no_translation;janet
penn;penn;12;auto_frequency,source_google,auto_no_translation;penn
recruiting;recruiting;1;auto_frequency,source_google,auto_no_translation;recruiting
instructional;instructional;2;auto_frequency,source_google,auto_no_translation;instructional
phpbb;phpbb;3;auto_frequency,source_google,auto_no_translation;phpbb
traveling;traveling;4;auto_frequency,source_google,auto_no_translation;traveling
midi;midi;5;auto_frequency,source_google,auto_no_translation;midi
permissions;permissions;6;auto_frequency,source_google,auto_no_translation;permissions
biotechnology;biotechnology;7;auto_frequency,source_google,auto_no_translation;biotechnology
ranked;ranked;8;auto_frequency,source_google,auto_no_translation;ranked
jackets;jackets;9;auto_frequency,source_google,auto_no_translation;jackets
routes;routes;10;auto_frequency,source_google,auto_no_translation;routes
packed;packed;11;auto_frequency,source_google,auto_no_translation;packed
outreach;outreach;12;auto_frequency,source_google,auto_no_translation;outreach
helen;helen;1;auto_frequency,source_google,auto_no_translation;helen
mounting;mounting;2;auto_frequency,source_google,auto_no_translation;mounting
tied;tied;3;auto_frequency,source_google,auto_no_translation;tied
lopez;lopez;4;auto_frequency,source_google,auto_no_translation;lopez
prescribed;prescribed;5;auto_frequency,source_google,auto_no_translation;prescribed
catherine;catherine;6;auto_frequency,source_google,auto_no_translation;catherine
talked;talked;7;auto_frequency,source_google,auto_no_translation;talked
upskirts;upskirts;8;auto_frequency,source_google,auto_no_translation;upskirts
debug;debug;9;auto_frequency,source_google,auto_no_translation;debug
delayed;delayed;10;auto_frequency,source_google,auto_no_translation;delayed
chuck;chuck;11;auto_frequency,source_google,auto_no_translation;chuck
reproduced;reproduced;12;auto_frequency,source_google,auto_no_translation;reproduced
hon;hon;1;auto_frequency,source_google,auto_no_translation;hon
dale;dale;2;auto_frequency,source_google,auto_no_translation;dale
villas;villas;3;auto_frequency,source_google,auto_no_translation;villas
ebook;ebook;4;auto_frequency,source_google,auto_no_translation;ebook
consolidated;consolidated;5;auto_frequency,source_google,auto_no_translation;consolidated
boob;boob;6;auto_frequency,source_google,auto_no_translation;boob
peeing;peeing;7;auto_frequency,source_google,auto_no_translation;peeing
occasions;occasions;8;auto_frequency,source_google,auto_no_translation;occasions
brooks;brooks;9;auto_frequency,source_google,auto_no_translation;brooks
equations;equations;10;auto_frequency,source_google,auto_no_translation;equations
newton;newton;11;auto_frequency,source_google,auto_no_translation;newton
oils;oils;12;auto_frequency,source_google,auto_no_translation;oils
sept;sept;1;auto_frequency,source_google,auto_no_translation;sept
bingo;bingo;2;auto_frequency,source_google,auto_no_translation;bingo
spatial;spatial;3;auto_frequency,source_google,auto_no_translation;spatial
respondents;respondents;4;auto_frequency,source_google,auto_no_translation;respondents
unto;unto;5;auto_frequency,source_google,auto_no_translation;unto
lt;lt;6;auto_frequency,source_google,auto_no_translation;lt
ceramic;ceramic;7;auto_frequency,source_google,auto_no_translation;ceramic
minds;minds;8;auto_frequency,source_google,auto_no_translation;minds
considerations;considerations;9;auto_frequency,source_google,auto_no_translation;considerations
scanners;scanners;10;auto_frequency,source_google,auto_no_translation;scanners
atm;atm;11;auto_frequency,source_google,auto_no_translation;atm
xanax;xanax;12;auto_frequency,source_google,auto_no_translation;xanax
eq;eq;1;auto_frequency,source_google,auto_no_translation;eq
pays;pays;2;auto_frequency,source_google,auto_no_translation;pays
cox;cox;3;auto_frequency,source_google,auto_no_translation;cox
fingers;fingers;4;auto_frequency,source_google,auto_no_translation;fingers
sunny;sunny;5;auto_frequency,source_google,auto_no_translation;sunny
ebooks;ebooks;6;auto_frequency,source_google,auto_no_translation;ebooks
delivers;delivers;7;auto_frequency,source_google,auto_no_translation;delivers
je;je;8;auto_frequency,source_google,auto_no_translation;je
queensland;queensland;9;auto_frequency,source_google,auto_no_translation;queensland
necklace;necklace;10;auto_frequency,source_google,auto_no_translation;necklace
musicians;musicians;11;auto_frequency,source_google,auto_no_translation;musicians
leeds;leeds;12;auto_frequency,source_google,auto_no_translation;leeds
composite;composite;1;auto_frequency,source_google,auto_no_translation;composite
unavailable;unavailable;2;auto_frequency,source_google,auto_no_translation;unavailable
cedar;cedar;3;auto_frequency,source_google,auto_no_translation;cedar
arranged;arranged;4;auto_frequency,source_google,auto_no_translation;arranged
lang;lang;5;auto_frequency,source_google,auto_no_translation;lang
theaters;theaters;6;auto_frequency,source_google,auto_no_translation;theaters
advocacy;advocacy;7;auto_frequency,source_google,auto_no_translation;advocacy
raleigh;raleigh;8;auto_frequency,source_google,auto_no_translation;raleigh
stud;stud;9;auto_frequency,source_google,auto_no_translation;stud
designing;designing;10;auto_frequency,source_google,auto_no_translation;designing
threaded;threaded;11;auto_frequency,source_google,auto_no_translation;threaded
uv;uv;12;auto_frequency,source_google,auto_no_translation;uv
fingering;fingering;1;auto_frequency,source_google,auto_no_translation;fingering
blair;blair;2;auto_frequency,source_google,auto_no_translation;blair
hopes;hopes;3;auto_frequency,source_google,auto_no_translation;hopes
assessments;assessments;4;auto_frequency,source_google,auto_no_translation;assessments
cms;cms;5;auto_frequency,source_google,auto_no_translation;cms
mason;mason;6;auto_frequency,source_google,auto_no_translation;mason
burns;burns;7;auto_frequency,source_google,auto_no_translation;burns
pumps;pumps;8;auto_frequency,source_google,auto_no_translation;pumps
slut;slut;9;auto_frequency,source_google,auto_no_translation;slut
ejaculation;ejaculation;10;auto_frequency,source_google,auto_no_translation;ejaculation
footwear;footwear;11;auto_frequency,source_google,auto_no_translation;footwear
sg;sg;12;auto_frequency,source_google,auto_no_translation;sg
vic;vic;1;auto_frequency,source_google,auto_no_translation;vic
beijing;beijing;2;auto_frequency,source_google,auto_no_translation;beijing
peoples;peoples;3;auto_frequency,source_google,auto_no_translation;peoples
victor;victor;4;auto_frequency,source_google,auto_no_translation;victor
mario;mario;5;auto_frequency,source_google,auto_no_translation;mario
pos;pos;6;auto_frequency,source_google,auto_no_translation;pos
licenses;licenses;7;auto_frequency,source_google,auto_no_translation;licenses
utils;utils;8;auto_frequency,source_google,auto_no_translation;utils
removing;removing;9;auto_frequency,source_google,auto_no_translation;removing
advised;advised;10;auto_frequency,source_google,auto_no_translation;advised
brunswick;brunswick;11;auto_frequency,source_google,auto_no_translation;brunswick
phys;phys;12;auto_frequency,source_google,auto_no_translation;phys
ranges;ranges;1;auto_frequency,source_google,auto_no_translation;ranges
pairs;pairs;2;auto_frequency,source_google,auto_no_translation;pairs
trails;trails;3;auto_frequency,source_google,auto_no_translation;trails
hudson;hudson;4;auto_frequency,source_google,auto_no_translation;hudson
calgary;calgary;5;auto_frequency,source_google,auto_no_translation;calgary
assisted;assisted;6;auto_frequency,source_google,auto_no_translation;assisted
streaming;streaming;7;auto_frequency,source_google,auto_no_translation;streaming
chose;chose;8;auto_frequency,source_google,auto_no_translation;chose
syndicate;syndicate;9;auto_frequency,source_google,auto_no_translation;syndicate
dialog;dialog;10;auto_frequency,source_google,auto_no_translation;dialog
venues;venues;11;auto_frequency,source_google,auto_no_translation;venues
wellness;wellness;12;auto_frequency,source_google,auto_no_translation;wellness
calcium;calcium;1;auto_frequency,source_google,auto_no_translation;calcium
newport;newport;2;auto_frequency,source_google,auto_no_translation;newport
antivirus;antivirus;3;auto_frequency,source_google,auto_no_translation;antivirus
addressing;addressing;4;auto_frequency,source_google,auto_no_translation;addressing
discounted;discounted;5;auto_frequency,source_google,auto_no_translation;discounted
indians;indians;6;auto_frequency,source_google,auto_no_translation;indians
shield;shield;7;auto_frequency,source_google,auto_no_translation;shield
membrane;membrane;8;auto_frequency,source_google,auto_no_translation;membrane
prague;prague;9;auto_frequency,source_google,auto_no_translation;prague
previews;previews;10;auto_frequency,source_google,auto_no_translation;previews
bangladesh;bangladesh;11;auto_frequency,source_google,auto_no_translation;bangladesh
locally;locally;12;auto_frequency,source_google,auto_no_translation;locally
concluded;concluded;1;auto_frequency,source_google,auto_no_translation;concluded
pickup;pickup;2;auto_frequency,source_google,auto_no_translation;pickup
mothers;mothers;3;auto_frequency,source_google,auto_no_translation;mothers
nascar;nascar;4;auto_frequency,source_google,auto_no_translation;nascar
iceland;iceland;5;auto_frequency,source_google,auto_no_translation;iceland
governmental;governmental;6;auto_frequency,source_google,auto_no_translation;governmental
manufactured;manufactured;7;auto_frequency,source_google,auto_no_translation;manufactured
candles;candles;8;auto_frequency,source_google,auto_no_translation;candles
graduation;graduation;9;auto_frequency,source_google,auto_no_translation;graduation
mega;mega;10;auto_frequency,source_google,auto_no_translation;mega
variations;variations;11;auto_frequency,source_google,auto_no_translation;variations
moms;moms;12;auto_frequency,source_google,auto_no_translation;moms
morocco;morocco;1;auto_frequency,source_google,auto_no_translation;morocco
chrome;chrome;2;auto_frequency,source_google,auto_no_translation;chrome
tommy;tommy;3;auto_frequency,source_google,auto_no_translation;tommy
springfield;springfield;4;auto_frequency,source_google,auto_no_translation;springfield
refused;refused;5;auto_frequency,source_google,auto_no_translation;refused
brake;brake;6;auto_frequency,source_google,auto_no_translation;brake
exterior;exterior;7;auto_frequency,source_google,auto_no_translation;exterior
greeting;greeting;8;auto_frequency,source_google,auto_no_translation;greeting
ecology;ecology;9;auto_frequency,source_google,auto_no_translation;ecology
oliver;oliver;10;auto_frequency,source_google,auto_no_translation;oliver
congo;congo;11;auto_frequency,source_google,auto_no_translation;congo
glen;glen;12;auto_frequency,source_google,auto_no_translation;glen
botswana;botswana;1;auto_frequency,source_google,auto_no_translation;botswana
nav;nav;2;auto_frequency,source_google,auto_no_translation;nav
delays;delays;3;auto_frequency,source_google,auto_no_translation;delays
olive;olive;4;auto_frequency,source_google,auto_no_translation;olive
undefined;undefined;5;auto_frequency,source_google,auto_no_translation;undefined
cyber;cyber;6;auto_frequency,source_google,auto_no_translation;cyber
verizon;verizon;7;auto_frequency,source_google,auto_no_translation;verizon
scored;scored;8;auto_frequency,source_google,auto_no_translation;scored
enhancement;enhancement;9;auto_frequency,source_google,auto_no_translation;enhancement
newcastle;newcastle;10;auto_frequency,source_google,auto_no_translation;newcastle
clone;clone;11;auto_frequency,source_google,auto_no_translation;clone
dicks;dicks;12;auto_frequency,source_google,auto_no_translation;dicks
velocity;velocity;1;auto_frequency,source_google,auto_no_translation;velocity
lambda;lambda;2;auto_frequency,source_google,auto_no_translation;lambda
relay;relay;3;auto_frequency,source_google,auto_no_translation;relay
composed;composed;4;auto_frequency,source_google,auto_no_translation;composed
tears;tears;5;auto_frequency,source_google,auto_no_translation;tears
performances;performances;6;auto_frequency,source_google,auto_no_translation;performances
oasis;oasis;7;auto_frequency,source_google,auto_no_translation;oasis
baseline;baseline;8;auto_frequency,source_google,auto_no_translation;baseline
cab;cab;9;auto_frequency,source_google,auto_no_translation;cab
fa;fa;10;auto_frequency,source_google,auto_no_translation;fa
societies;societies;11;auto_frequency,source_google,auto_no_translation;societies
silicon;silicon;12;auto_frequency,source_google,auto_no_translation;silicon
brazilian;brazilian;1;auto_frequency,source_google,auto_no_translation;brazilian
petroleum;petroleum;2;auto_frequency,source_google,auto_no_translation;petroleum
ist;ist;3;auto_frequency,source_google,auto_no_translation;ist
norwegian;norwegian;4;auto_frequency,source_google,auto_no_translation;norwegian
lover;lover;5;auto_frequency,source_google,auto_no_translation;lover
honolulu;honolulu;6;auto_frequency,source_google,auto_no_translation;honolulu
beatles;beatles;7;auto_frequency,source_google,auto_no_translation;beatles
lips;lips;8;auto_frequency,source_google,auto_no_translation;lips
escort;escort;9;auto_frequency,source_google,auto_no_translation;escort
retention;retention;10;auto_frequency,source_google,auto_no_translation;retention
exchanges;exchanges;11;auto_frequency,source_google,auto_no_translation;exchanges
rolls;rolls;12;auto_frequency,source_google,auto_no_translation;rolls
thomson;thomson;1;auto_frequency,source_google,auto_no_translation;thomson
barnes;barnes;2;auto_frequency,source_google,auto_no_translation;barnes
soundtrack;soundtrack;3;auto_frequency,source_google,auto_no_translation;soundtrack
wondering;wondering;4;auto_frequency,source_google,auto_no_translation;wondering
malta;malta;5;auto_frequency,source_google,auto_no_translation;malta
daddy;daddy;6;auto_frequency,source_google,auto_no_translation;daddy
lc;lc;7;auto_frequency,source_google,auto_no_translation;lc
ferry;ferry;8;auto_frequency,source_google,auto_no_translation;ferry
rabbit;rabbit;9;auto_frequency,source_google,auto_no_translation;rabbit
seating;seating;10;auto_frequency,source_google,auto_no_translation;seating
cnn;cnn;11;auto_frequency,source_google,auto_no_translation;cnn
separately;separately;12;auto_frequency,source_google,auto_no_translation;separately
physiology;physiology;1;auto_frequency,source_google,auto_no_translation;physiology
lil;lil;2;auto_frequency,source_google,auto_no_translation;lil
collecting;collecting;3;auto_frequency,source_google,auto_no_translation;collecting
das;das;4;auto_frequency,source_google,auto_no_translation;das
exports;exports;5;auto_frequency,source_google,auto_no_translation;exports
omaha;omaha;6;auto_frequency,source_google,auto_no_translation;omaha
tire;tire;7;auto_frequency,source_google,auto_no_translation;tire
scholarships;scholarships;8;auto_frequency,source_google,auto_no_translation;scholarships
recreational;recreational;9;auto_frequency,source_google,auto_no_translation;recreational
dominican;dominican;10;auto_frequency,source_google,auto_no_translation;dominican
chad;chad;11;auto_frequency,source_google,auto_no_translation;chad
electron;electron;12;auto_frequency,source_google,auto_no_translation;electron
loads;loads;1;auto_frequency,source_google,auto_no_translation;loads
heather;heather;2;auto_frequency,source_google,auto_no_translation;heather
passport;passport;3;auto_frequency,source_google,auto_no_translation;passport
motel;motel;4;auto_frequency,source_google,auto_no_translation;motel
unions;unions;5;auto_frequency,source_google,auto_no_translation;unions
treasury;treasury;6;auto_frequency,source_google,auto_no_translation;treasury
sys;sys;7;auto_frequency,source_google,auto_no_translation;sys
solaris;solaris;8;auto_frequency,source_google,auto_no_translation;solaris
occupied;occupied;9;auto_frequency,source_google,auto_no_translation;occupied
josh;josh;10;auto_frequency,source_google,auto_no_translation;josh
